{plotter:0.000000,1.000000,1.000000,1.000000,0.000000,1.576586}
{current:the cur is 0.032 A}
{plotter:-0.881447,0.472283,-1.875756,-0.112861,-0.967812,0.003759}
{voltage:the vol is 3.364 V}
{current:the cur is 0.046 A}
{plotter:-0.730261,0.683168,-1.694256,-0.233733,-0.853926,-0.168267}
{voltage:the vol is 3.337 V}
{current:the cur is 0.030 A}
{plotter:-0.529907,0.848056,-1.438215,-0.378400,-0.817525,0.736648}
{voltage:the vol is 3.305 V}
{current:the cur is 0.000 A}
{plotter:-0.293874,0.955844,-1.122587,-0.534838,-0.396545,0.756652}
{voltage:the vol is 3.353 V}
{current:the cur is 0.005 A}
{plotter:-0.038055,0.999276,-0.765360,-0.689250,-0.102671,0.781996}
{voltage:the vol is 3.366 V}
{current:the cur is 0.036 A}
{plotter:0.220326,0.975426,-0.386427,-0.827080,-0.019448,0.924522}
{voltage:the vol is 3.330 V}
{current:the cur is 0.011 A}
{plotter:0.463873,0.885902,-0.006358,-0.934105,-0.046713,0.753961}
{voltage:the vol is 3.387 V}
{current:the cur is 0.014 A}
{plotter:0.676188,0.736729,0.354855,-0.997520,0.449005,0.691384}
{voltage:the vol is 3.353 V}
{current:the cur is 0.013 A}
{plotter:0.842975,0.537953,0.678999,-1.006950,0.395458,0.508428}
{voltage:the vol is 3.318 V}
{current:the cur is 0.029 A}
{plotter:0.953004,0.302957,0.950701,-0.955307,0.087990,0.300826}
{voltage:the vol is 3.334 V}
{current:the cur is 0.044 A}
{plotter:0.998868,0.047562,1.158299,-0.839438,0.315833,0.088394}
{voltage:the vol is 3.329 V}
{current:the cur is 0.007 A}
{plotter:0.977479,-0.211034,1.294446,-0.660511,0.079146,-0.095834}
{voltage:the vol is 3.324 V}
{current:the cur is 0.036 A}
{plotter:0.890276,-0.455422,1.356437,-0.424114,0.054878,-0.056296}
{voltage:the vol is 3.325 V}
{current:the cur is 0.024 A}
{plotter:0.743130,-0.669147,1.346216,-0.140045,0.151258,-0.637489}
{voltage:the vol is 3.335 V}
{current:the cur is 0.035 A}
{plotter:0.545951,-0.837817,1.270087,0.178186,0.073354,-0.126234}
{voltage:the vol is 3.377 V}
{current:the cur is 0.015 A}
{plotter:0.312012,-0.950078,1.138138,0.514114,-0.081123,-0.837682}
{voltage:the vol is 3.377 V}
{current:the cur is 0.044 A}
{plotter:0.057065,-0.998370,0.963437,0.849306,-0.146704,-0.559582}
{voltage:the vol is 3.367 V}
{current:the cur is 0.007 A}
{plotter:-0.201723,-0.979443,0.761037,1.164483,-0.279307,-0.200320}
{voltage:the vol is 3.307 V}
{current:the cur is 0.004 A}
{plotter:-0.446930,-0.894569,0.546877,1.440737,-0.490282,-0.027934}
{voltage:the vol is 3.338 V}
{current:the cur is 0.039 A}
{plotter:-0.662045,-0.749464,0.336652,1.660741,-0.612832,-0.302524}
{voltage:the vol is 3.392 V}
{current:the cur is 0.047 A}
{plotter:-0.832584,-0.553898,0.144714,1.809883,-0.732881,0.190700}
{voltage:the vol is 3.365 V}
{current:the cur is 0.008 A}
{plotter:-0.947066,-0.321039,-0.016889,1.877243,-0.856428,0.014361}
{voltage:the vol is 3.379 V}
{current:the cur is 0.041 A}
{plotter:-0.997782,-0.066563,-0.139210,1.856354,-0.773832,0.740259}
{voltage:the vol is 3.335 V}
{current:the cur is 0.001 A}
{plotter:-0.981318,0.192394,-0.216950,1.745686,-0.385555,0.323237}
{voltage:the vol is 3.385 V}
{current:the cur is 0.005 A}
{plotter:-0.898781,0.438397,-0.248736,1.548827,-0.577240,0.473174}
{voltage:the vol is 3.337 V}
{current:the cur is 0.006 A}
{plotter:-0.755730,0.654883,-0.237118,1.274343,-0.425359,1.079703}
{voltage:the vol is 3.394 V}
{current:the cur is 0.013 A}
{plotter:-0.561796,0.827276,-0.188267,0.935325,0.253943,1.174517}
{voltage:the vol is 3.371 V}
{current:the cur is 0.002 A}
{plotter:-0.330036,0.943968,-0.111422,0.548650,-0.247039,0.985527}
{voltage:the vol is 3.370 V}
{current:the cur is 0.029 A}
{plotter:-0.076055,0.997104,-0.018110,0.134000,0.513364,1.026892}
{voltage:the vol is 3.364 V}
{current:the cur is 0.036 A}
{plotter:0.183047,0.983104,0.078797,-0.287297,0.294955,0.944563}
{voltage:the vol is 3.377 V}
{current:the cur is 0.018 A}
{plotter:0.429824,0.902913,0.166124,-0.693525,1.221538,0.787106}
{voltage:the vol is 3.397 V}
{current:the cur is 0.027 A}
{plotter:0.647662,0.761928,0.231452,-1.063872,1.475263,0.544595}
{voltage:the vol is 3.319 V}
{current:the cur is 0.044 A}
{plotter:0.821892,0.569643,0.264128,-1.379657,1.306664,0.449909}
{voltage:the vol is 3.353 V}
{current:the cur is 0.048 A}
{plotter:0.940785,0.339004,0.256147,-1.625423,1.013724,0.068968}
{voltage:the vol is 3.390 V}
{current:the cur is 0.044 A}
{plotter:0.996335,0.085540,0.202844,-1.789825,1.019272,0.050354}
{voltage:the vol is 3.368 V}
{current:the cur is 0.049 A}
{plotter:0.984802,-0.173683,0.103344,-1.866259,1.193628,-0.565897}
{voltage:the vol is 3.328 V}
{current:the cur is 0.040 A}
{plotter:0.906962,-0.421213,-0.039262,-1.853186,0.907663,-0.674178}
{voltage:the vol is 3.399 V}
{current:the cur is 0.005 A}
{plotter:0.768057,-0.640382,-0.218028,-1.754141,0.920392,-1.229739}
{voltage:the vol is 3.400 V}
{current:the cur is 0.023 A}
{plotter:0.577438,-0.816434,-0.422551,-1.577428,0.580229,-1.241034}
{voltage:the vol is 3.307 V}
{current:the cur is 0.041 A}
{plotter:0.347941,-0.937516,-0.639633,-1.335515,0.201931,-1.550700}
{voltage:the vol is 3.376 V}
{current:the cur is 0.030 A}
{plotter:0.095017,-0.995476,-0.854147,-1.044181,0.077975,-1.897423}
{voltage:the vol is 3.347 V}
{current:the cur is 0.050 A}
{plotter:-0.164304,-0.986410,-1.050075,-0.721466,-0.464149,-1.102541}
{voltage:the vol is 3.339 V}
{current:the cur is 0.040 A}
{plotter:-0.412563,-0.910929,-1.211626,-0.386500,-0.727930,-1.300840}
{voltage:the vol is 3.371 V}
{current:the cur is 0.027 A}
{plotter:-0.633044,-0.774116,-1.324367,-0.058279,-0.957327,-0.927647}
{voltage:the vol is 3.389 V}
{current:the cur is 0.009 A}
{plotter:-0.810902,-0.585181,-1.376289,0.245516,-0.964027,-1.055856}
{voltage:the vol is 3.353 V}
{current:the cur is 0.003 A}
{plotter:-0.934163,-0.356847,-1.358731,0.509595,-1.402072,-0.661950}
{voltage:the vol is 3.369 V}
{current:the cur is 0.035 A}
{plotter:-0.994526,-0.104486,-1.267101,0.721952,-1.323655,-0.239654}
{voltage:the vol is 3.310 V}
{current:the cur is 0.040 A}
{plotter:-0.987929,0.154910,-1.101335,0.874522,-1.519042,0.148622}
{voltage:the vol is 3.303 V}
{current:the cur is 0.004 A}
{plotter:-0.914814,0.403876,-0.866068,0.963560,-1.617734,0.447708}
{voltage:the vol is 3.350 V}
{current:the cur is 0.024 A}
{plotter:-0.780105,0.625649,-0.570489,0.989721,-1.292048,0.789436}
{voltage:the vol is 3.342 V}
{current:the cur is 0.014 A}
{plotter:-0.592871,0.805297,-0.227903,0.957840,-1.319599,0.874065}
{voltage:the vol is 3.328 V}
{current:the cur is 0.029 A}
{plotter:-0.365720,0.930725,0.144995,0.876435,-1.053085,1.281961}
{voltage:the vol is 3.327 V}
{current:the cur is 0.037 A}
{plotter:-0.113945,0.993487,0.529073,0.756963,-0.421669,1.428491}
{voltage:the vol is 3.310 V}
{current:the cur is 0.016 A}
{plotter:0.145502,0.989358,0.903898,0.612894,0.110333,1.416177}
{voltage:the vol is 3.362 V}
{current:the cur is 0.002 A}
{plotter:0.395152,0.918616,1.248965,0.458660,0.207301,1.694856}
{voltage:the vol is 3.353 V}
{current:the cur is 0.014 A}
{plotter:0.618197,0.786023,1.544953,0.308558,0.407132,1.314551}
{voltage:the vol is 3.303 V}
{current:the cur is 0.025 A}
{plotter:0.799619,0.600508,1.774924,0.175686,0.758867,0.948310}
{voltage:the vol is 3.301 V}
{current:the cur is 0.030 A}
{plotter:0.927203,0.374560,1.925386,0.070981,0.896289,0.627708}
{voltage:the vol is 3.351 V}
{current:the cur is 0.001 A}
{plotter:0.992358,0.123394,1.987146,0.002431,0.995183,0.849622}
{voltage:the vol is 3.389 V}
{current:the cur is 0.042 A}
{plotter:0.990698,-0.136081,1.955907,-0.025488,1.113597,0.022603}
{voltage:the vol is 3.370 V}
{current:the cur is 0.043 A}
{plotter:0.922334,-0.386393,1.832559,-0.012110,1.209284,0.453468}
{voltage:the vol is 3.358 V}
{current:the cur is 0.024 A}
{plotter:0.791870,-0.610690,1.623152,0.039411,1.319324,-0.513601}
{voltage:the vol is 3.307 V}
{current:the cur is 0.044 A}
{plotter:0.608090,-0.793868,1.338548,0.122369,1.137185,-0.372652}
{voltage:the vol is 3.387 V}
{current:the cur is 0.047 A}
{plotter:0.383366,-0.923596,0.993775,0.227042,0.484290,-0.883284}
{voltage:the vol is 3.329 V}
{current:the cur is 0.024 A}
{plotter:0.132831,-0.991139,0.607123,0.341460,0.950974,-0.861200}
{voltage:the vol is 3.338 V}
{current:the cur is 0.019 A}
{plotter:-0.126647,-0.991948,0.199043,0.452338,0.513029,-0.792430}
{voltage:the vol is 3.371 V}
{current:the cur is 0.004 A}
{plotter:-0.377599,-0.925969,-0.209081,0.546116,-0.112275,-0.866461}
{voltage:the vol is 3.305 V}
{current:the cur is 0.000 A}
{plotter:-0.603127,-0.797646,-0.596218,0.610035,0.114408,-0.796741}
{voltage:the vol is 3.300 V}
{current:the cur is 0.018 A}
{plotter:-0.788046,-0.615616,-0.942928,0.633164,0.083718,-0.669922}
{voltage:the vol is 3.388 V}
{current:the cur is 0.003 A}
{plotter:-0.919906,-0.392138,-1.232502,0.607310,-0.061162,-0.555777}
{voltage:the vol is 3.386 V}
{current:the cur is 0.049 A}
{plotter:-0.989830,-0.142257,-1.451912,0.527748,-0.566480,-0.173253}
{voltage:the vol is 3.369 V}
{current:the cur is 0.021 A}
{plotter:-0.993108,0.117202,-1.592514,0.393702,-0.489639,-0.242181}
{voltage:the vol is 3.390 V}
{current:the cur is 0.001 A}
{plotter:-0.929521,0.368770,-1.650473,0.208569,-0.824051,0.182124}
{voltage:the vol is 3.304 V}
{current:the cur is 0.040 A}
{plotter:-0.803349,0.595509,-1.626871,-0.020173,-0.600946,0.530290}
{voltage:the vol is 3.362 V}
{current:the cur is 0.048 A}
{plotter:-0.623088,0.782152,-1.527503,-0.281328,-0.499637,-0.081193}
{voltage:the vol is 3.334 V}
{current:the cur is 0.032 A}
{plotter:-0.400874,0.916133,-1.362378,-0.560630,-0.378793,0.702482}
{voltage:the vol is 3.352 V}
{current:the cur is 0.024 A}
{plotter:-0.151670,0.988431,-1.144954,-0.841615,-0.085142,0.595022}
{voltage:the vol is 3.395 V}
{current:the cur is 0.025 A}
{plotter:0.107747,0.994178,-0.891174,-1.106667,0.065807,0.912416}
{voltage:the vol is 3.335 V}
{current:the cur is 0.028 A}
{plotter:0.359908,0.932988,-0.618356,-1.338172,0.330063,0.340870}
{voltage:the vol is 3.354 V}
{current:the cur is 0.012 A}
{plotter:0.587837,0.808979,-0.344021,-1.519695,0.317361,0.451189}
{voltage:the vol is 3.348 V}
{current:the cur is 0.026 A}
{plotter:0.776187,0.630502,-0.084737,-1.637112,0.344478,0.135156}
{voltage:the vol is 3.346 V}
{current:the cur is 0.038 A}
{plotter:0.912277,0.409574,0.144947,-1.679607,0.798027,0.386015}
{voltage:the vol is 3.334 V}
{current:the cur is 0.028 A}
{plotter:0.986943,0.161069,0.333405,-1.640482,0.492019,0.104026}
{voltage:the vol is 3.334 V}
{current:the cur is 0.010 A}
{plotter:0.995159,-0.098281,0.472614,-1.517704,0.672817,-0.218253}
{voltage:the vol is 3.312 V}
{current:the cur is 0.040 A}
{plotter:0.936370,-0.351014,0.558573,-1.314168,0.791187,-0.408086}
{voltage:the vol is 3.377 V}
{current:the cur is 0.005 A}
{plotter:0.814536,-0.580113,0.591430,-1.037642,0.609207,-0.635292}
{voltage:the vol is 3.342 V}
{current:the cur is 0.009 A}
{plotter:0.637860,-0.770153,0.575318,-0.700402,0.407592,-0.774674}
{voltage:the vol is 3.303 V}
{current:the cur is 0.042 A}
{plotter:0.418236,-0.908338,0.517904,-0.318568,-0.016673,-0.829731}
{voltage:the vol is 3.315 V}
{current:the cur is 0.042 A}
{plotter:0.170453,-0.985366,0.429708,0.088802,-0.597431,-0.948171}
{voltage:the vol is 3.311 V}
{current:the cur is 0.000 A}
{plotter:-0.088807,-0.996049,0.323211,0.500825,-0.130880,-0.995848}
{voltage:the vol is 3.354 V}
{current:the cur is 0.008 A}
{plotter:-0.342087,-0.939668,0.211848,0.896023,-0.933038,-0.407608}
{voltage:the vol is 3.368 V}
{current:the cur is 0.005 A}
{plotter:-0.572335,-0.820020,0.108938,1.253609,-1.093158,-0.751512}
{voltage:the vol is 3.322 V}
{current:the cur is 0.018 A}
{plotter:-0.764048,-0.645160,0.026631,1.554727,-1.250757,-0.357405}
{voltage:the vol is 3.332 V}
{current:the cur is 0.005 A}
{plotter:-0.904317,-0.426861,-0.025044,1.783591,-1.082070,0.128310}
{voltage:the vol is 3.348 V}
{current:the cur is 0.044 A}
{plotter:-0.983699,-0.179822,-0.038975,1.928423,-1.303452,-0.174575}
{voltage:the vol is 3.381 V}
{current:the cur is 0.027 A}
{plotter:-0.996849,0.079324,-0.011541,1.982157,-1.158296,0.413644}
{voltage:the vol is 3.360 V}
{current:the cur is 0.010 A}
{plotter:-0.942881,0.333130,0.057077,1.942838,-0.947942,0.872827}
{voltage:the vol is 3.352 V}
{current:the cur is 0.012 A}
{plotter:-0.825429,0.564506,0.162858,1.813716,-0.802906,1.234865}
{voltage:the vol is 3.339 V}
{current:the cur is 0.024 A}
{plotter:-0.652401,0.757874,0.298202,1.603005,-0.470762,1.175835}
{voltage:the vol is 3.300 V}
{current:the cur is 0.030 A}
{plotter:-0.435447,0.900214,0.452452,1.323346,-0.222605,1.733837}
{voltage:the vol is 3.376 V}
{current:the cur is 0.030 A}
{plotter:-0.189175,0.981943,0.612649,0.990998,0.072521,1.334073}
{voltage:the vol is 3.366 V}
{current:the cur is 0.032 A}
{plotter:0.069835,0.997559,0.764478,0.624808,0.226628,0.998873}
{voltage:the vol is 3.348 V}
{current:the cur is 0.002 A}
{plotter:0.324143,0.946008,0.893322,0.245037,0.649997,1.286731}
{voltage:the vol is 3.354 V}
{current:the cur is 0.029 A}
{plotter:0.556626,0.830763,0.985359,-0.127892,1.272875,1.138506}
{voltage:the vol is 3.303 V}
{current:the cur is 0.012 A}
{plotter:0.751631,0.659583,1.028635,-0.474628,1.184956,0.935674}
{voltage:the vol is 3.324 V}
{current:the cur is 0.002 A}
{plotter:0.896030,0.443994,1.014012,-0.778048,1.839830,0.551364}
{voltage:the vol is 3.360 V}
{current:the cur is 0.032 A}
{plotter:0.980099,0.198510,0.935953,-1.024244,1.169343,0.196454}
{voltage:the vol is 3.300 V}
{current:the cur is 0.046 A}
{plotter:0.998178,-0.060339,0.793068,-1.203288,1.286868,-0.061259}
{voltage:the vol is 3.320 V}
{current:the cur is 0.018 A}
{plotter:0.949050,-0.315126,0.588373,-1.309726,1.709702,-0.472960}
{voltage:the vol is 3.385 V}
{current:the cur is 0.039 A}
{plotter:0.836023,-0.548695,0.329273,-1.342772,1.571934,-0.692073}
{voltage:the vol is 3.390 V}
{current:the cur is 0.025 A}
{plotter:0.666706,-0.745321,0.027222,-1.306190,0.892723,-1.193820}
{voltage:the vol is 3.392 V}
{current:the cur is 0.007 A}
{plotter:0.452500,-0.891764,-0.302886,-1.207887,0.965953,-1.467520}
{voltage:the vol is 3.318 V}
{current:the cur is 0.049 A}
{plotter:0.207828,-0.978165,-0.643578,-1.059234,0.532965,-1.321565}
{voltage:the vol is 3.386 V}
{current:the cur is 0.047 A}
{plotter:-0.050838,-0.998707,-0.975854,-0.874178,0.026628,-1.644329}
{voltage:the vol is 3.342 V}
{current:the cur is 0.007 A}
{plotter:-0.306080,-0.952006,-1.280358,-0.668197,-0.258015,-1.886530}
{voltage:the vol is 3.339 V}
{current:the cur is 0.007 A}
{plotter:-0.540715,-0.841206,-1.538610,-0.457181,-0.530797,-1.553471}
{voltage:the vol is 3.356 V}
{current:the cur is 0.045 A}
{plotter:-0.738943,-0.673768,-1.734190,-0.256305,-0.781662,-0.749641}
{voltage:the vol is 3.399 V}
{current:the cur is 0.024 A}
{plotter:-0.887418,-0.460966,-1.853821,-0.078985,-1.059652,-0.997122}
{voltage:the vol is 3.375 V}
{current:the cur is 0.024 A}
{plotter:-0.976143,-0.217126,-1.888266,0.064021,-1.078439,-0.964957}
{voltage:the vol is 3.369 V}
{current:the cur is 0.012 A}
{plotter:-0.999145,0.041332,-1.832978,0.165313,-1.000662,-0.348012}
{voltage:the vol is 3.330 V}
{current:the cur is 0.045 A}
{plotter:-0.954875,0.297007,-1.688471,0.221279,-1.605840,0.073416}
{voltage:the vol is 3.399 V}
{current:the cur is 0.017 A}
{plotter:-0.846313,0.532685,-1.460363,0.232264,-1.587141,0.409602}
{voltage:the vol is 3.362 V}
{current:the cur is 0.047 A}
{plotter:-0.680769,0.732498,-1.159111,0.202428,-0.793761,0.726907}
{voltage:the vol is 3.391 V}
{current:the cur is 0.014 A}
{plotter:-0.469389,0.882991,-0.799431,0.139348,-0.717200,0.672045}
{voltage:the vol is 3.335 V}
{current:the cur is 0.042 A}
{plotter:-0.226406,0.974033,-0.399461,0.053350,-0.817016,0.847977}
{voltage:the vol is 3.321 V}
{current:the cur is 0.029 A}
{plotter:0.031822,0.999494,0.020308,-0.043336,-0.306636,0.998871}
{voltage:the vol is 3.357 V}
{current:the cur is 0.030 A}
{plotter:0.287907,0.957658,0.438238,-0.137577,-0.330522,0.975170}
{voltage:the vol is 3.360 V}
{current:the cur is 0.042 A}
{plotter:0.524608,0.851344,0.832825,-0.216390,-0.252512,1.154210}
{voltage:the vol is 3.321 V}
{current:the cur is 0.042 A}
{plotter:0.725986,0.687709,1.183979,-0.267994,0.594679,1.101072}
{voltage:the vol is 3.327 V}
{current:the cur is 0.026 A}
{plotter:0.878485,0.477771,1.474197,-0.282772,0.503960,0.913970}
{voltage:the vol is 3.351 V}
{current:the cur is 0.017 A}
{plotter:0.971835,0.235664,1.689587,-0.254082,0.840403,0.734216}
{voltage:the vol is 3.335 V}
{current:the cur is 0.013 A}
{plotter:0.999751,-0.022310,1.820652,-0.178851,0.925141,0.395844}
{voltage:the vol is 3.364 V}
{current:the cur is 0.013 A}
{plotter:0.960355,-0.278781,1.862796,-0.057913,0.800123,0.103518}
{voltage:the vol is 3.366 V}
{current:the cur is 0.042 A}
{plotter:0.856298,-0.516483,1.816526,0.103931,0.629795,-0.349797}
{voltage:the vol is 3.342 V}
{current:the cur is 0.045 A}
{plotter:0.694586,-0.719409,1.687328,0.298155,0.626541,-0.312551}
{voltage:the vol is 3.346 V}
{current:the cur is 0.042 A}
{plotter:0.486109,-0.873898,1.485233,0.513015,0.522666,-0.258239}
{voltage:the vol is 3.323 V}
{current:the cur is 0.002 A}
{plotter:0.244901,-0.969548,1.224110,0.734307,0.377485,-0.916504}
{voltage:the vol is 3.338 V}
{current:the cur is 0.037 A}
{plotter:-0.012795,-0.999918,0.920724,0.946314,0.123440,-0.286481}
{voltage:the vol is 3.392 V}
{current:the cur is 0.004 A}
{plotter:-0.269630,-0.962964,0.593628,1.132888,-0.053627,-0.829498}
{voltage:the vol is 3.352 V}
{current:the cur is 0.045 A}
{plotter:-0.508311,-0.861174,0.261964,1.278586,-0.160291,-0.699770}
{voltage:the vol is 3.303 V}
{current:the cur is 0.032 A}
{plotter:-0.712767,-0.701401,-0.055750,1.369785,-0.252716,-0.144439}
{voltage:the vol is 3.355 V}
{current:the cur is 0.048 A}
{plotter:-0.869233,-0.494403,-0.342767,1.395699,-0.595547,-0.250956}
{voltage:the vol is 3.392 V}
{current:the cur is 0.041 A}
{plotter:-0.967174,-0.254116,-0.585116,1.349232,-0.047350,-0.187341}
{voltage:the vol is 3.308 V}
{current:the cur is 0.049 A}
{plotter:-0.999995,0.003279,-0.772401,1.227588,-0.900738,0.192351}
{voltage:the vol is 3.321 V}
{current:the cur is 0.011 A}
{plotter:-0.965486,0.260454,-0.898348,1.032624,-0.246265,0.278827}
{voltage:the vol is 3.304 V}
{current:the cur is 0.004 A}
{plotter:-0.865972,0.500093,-0.961056,0.770888,-0.314570,0.412263}
{voltage:the vol is 3.323 V}
{current:the cur is 0.017 A}
{plotter:-0.708152,0.706060,-0.962955,0.453348,-0.068084,0.656440}
{voltage:the vol is 3.325 V}
{current:the cur is 0.045 A}
{plotter:-0.502652,0.864489,-0.910469,0.094835,0.024505,0.546047}
{voltage:the vol is 3.365 V}
{current:the cur is 0.041 A}
{plotter:-0.263309,0.964712,-0.813404,-0.286787,0.530531,0.776232}
{voltage:the vol is 3.310 V}
{current:the cur is 0.025 A}
{plotter:-0.006237,0.999981,-0.684131,-0.671658,0.277129,0.575704}
{voltage:the vol is 3.320 V}
{current:the cur is 0.011 A}
{plotter:0.251255,0.967921,-0.536596,-1.039106,0.633364,0.540562}
{voltage:the vol is 3.333 V}
{current:the cur is 0.048 A}
{plotter:0.491830,0.870691,-0.385240,-1.368900,0.833875,0.655245}
{voltage:the vol is 3.356 V}
{current:the cur is 0.021 A}
{plotter:0.699290,0.714838,-0.243914,-1.642493,0.824219,0.025203}
{voltage:the vol is 3.398 V}
{current:the cur is 0.031 A}
{plotter:0.859667,0.510855,-0.124844,-1.844177,0.884841,-0.467797}
{voltage:the vol is 3.333 V}
{current:the cur is 0.031 A}
{plotter:0.962162,0.272477,-0.037742,-1.962067,0.968899,-0.001706}
{voltage:the vol is 3.342 V}
{current:the cur is 0.047 A}
{plotter:0.999876,0.015752,0.010897,-1.988855,0.914556,-0.400400}
{voltage:the vol is 3.314 V}
{current:the cur is 0.004 A}
{plotter:0.970268,-0.242033,0.018245,-1.922291,0.722333,-1.105295}
{voltage:the vol is 3.355 V}
{current:the cur is 0.047 A}
{plotter:0.875332,-0.483522,-0.014676,-1.765341,0.511490,-0.951247}
{voltage:the vol is 3.391 V}
{current:the cur is 0.017 A}
{plotter:0.721460,-0.692456,-0.083107,-1.526028,0.169936,-0.933897}
{voltage:the vol is 3.309 V}
{current:the cur is 0.018 A}
{plotter:0.519013,-0.854766,-0.178936,-1.216962,0.379114,-1.299071}
{voltage:the vol is 3.319 V}
{current:the cur is 0.006 A}
{plotter:0.281620,-0.959526,-0.291340,-0.854580,-0.068454,-1.104519}
{voltage:the vol is 3.396 V}
{current:the cur is 0.013 A}
{plotter:0.025266,-0.999681,-0.407624,-0.458156,-0.502831,-1.395765}
{voltage:the vol is 3.365 V}
{current:the cur is 0.046 A}
{plotter:-0.232789,-0.972527,-0.514215,-0.048637,-0.504466,-1.115632}
{voltage:the vol is 3.393 V}
{current:the cur is 0.026 A}
{plotter:-0.475171,-0.879894,-0.597724,0.352617,-0.648511,-0.939108}
{voltage:the vol is 3.371 V}
{current:the cur is 0.006 A}
{plotter:-0.685559,-0.728017,-0.646015,0.725103,-1.072749,-0.720321}
{voltage:the vol is 3.321 V}
{current:the cur is 0.035 A}
{plotter:-0.849789,-0.527123,-0.649189,1.050389,-1.473764,-0.491181}
{voltage:the vol is 3.327 V}
{current:the cur is 0.041 A}
{plotter:-0.956803,-0.290738,-0.600426,1.313180,-1.133309,0.026942}
{voltage:the vol is 3.327 V}
{current:the cur is 0.033 A}
{plotter:-0.999395,-0.034778,-0.496622,1.502168,-1.280007,0.435528}
{voltage:the vol is 3.356 V}
{current:the cur is 0.010 A}
{plotter:-0.974698,0.223524,-0.338762,1.610635,-1.332153,0.428315}
{voltage:the vol is 3.380 V}
{current:the cur is 0.043 A}
{plotter:-0.884376,0.466776,-0.132015,1.636736,-1.278738,1.055425}
{voltage:the vol is 3.316 V}
{current:the cur is 0.029 A}
{plotter:-0.734508,0.678600,0.114473,1.583489,-0.844395,1.246825}
{voltage:the vol is 3.372 V}
{current:the cur is 0.005 A}
{plotter:-0.535186,0.844734,0.388070,1.458442,-0.644977,1.286005}
{voltage:the vol is 3.307 V}
{current:the cur is 0.002 A}
{plotter:-0.299830,0.953993,0.673400,1.273060,-0.452060,1.457107}
{voltage:the vol is 3.338 V}
{current:the cur is 0.002 A}
{plotter:-0.044287,0.999019,0.953300,1.041873,-0.062403,1.758161}
{voltage:the vol is 3.399 V}
{current:the cur is 0.039 A}
{plotter:0.214239,0.976781,1.209924,0.781447,0.256096,1.391197}
{voltage:the vol is 3.384 V}
{current:the cur is 0.015 A}
{plotter:0.458339,0.888777,1.425916,0.509238,0.497173,1.111544}
{voltage:the vol is 3.366 V}
{current:the cur is 0.049 A}
{plotter:0.671580,0.740932,1.585580,0.242421,1.018269,0.811309}
{voltage:the vol is 3.333 V}
